'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:0',0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:1',0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:2',0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:3',0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:4',0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:5',0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:6',0,0,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:7',0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:8',0,0,0,0,0,0,1,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'767223','2019-12-06 00:00:00','2019-12-06 00:15:00','2019-12-06 00:15:00',15,'196409099:1650:0:9',0,0,0,0,0,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
